,timestamp,gross_savings,lost_revenue,net_savings,grid_arbitrage_savings
0,2025-03-05,1.052352,1.2793100210526318,-0.22695802105263185,0.0
1,2025-03-06,17.571400999999998,0.0,17.571400999999998,0.0
2,2025-03-07,15.02936,0.0,15.02936,0.0
3,2025-03-08,4.61754,0.0,4.61754,0.0
4,2025-03-09,12.735760999999995,0.0,12.735760999999995,0.0
5,2025-03-10,0.0,0.0,0.0,0.0
